name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
METHARBITAL,CHEMBL450,4.0,,198.22,0.50,66.48,1.0,3.0,2.0,CCC1(CC)C(=O)NC(=O)N(C)C1=O,chembl,chembl,chembl,METHARBITAL,,,False,False,False,4099.0,,,150.5,150.5 °C,,
CHLORDIAZEPOXIDE,CHEMBL451,4.0,,299.76,2.95,50.46,1.0,3.0,1.0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,chembl,chembl,chembl,CHLORDIAZEPOXIDE,,,False,False,False,2712.0,,,,,,
MELAGATRAN,CHEMBL266349,4.0,,429.52,0.81,148.61,5.0,5.0,9.0,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,chembl,chembl,chembl,,,,False,False,False,183797.0,,,,,,
CLONAZEPAM,CHEMBL452,4.0,,315.72,3.04,84.60,1.0,4.0,2.0,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,chembl,chembl,chembl,CLONAZEPAM,,,False,False,False,2802.0,,,238.0,238-240,,
SULFISOXAZOLE,CHEMBL453,4.0,,267.31,1.67,98.22,2.0,5.0,3.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,chembl,chembl,chembl,SULFISOXAZOLE,,,False,False,False,5344.0,,,195.0,"383 to 388 °F (NTP, 1992)",,
SULFAMETHOXYPYRIDAZINE,CHEMBL268869,4.0,,280.31,0.87,107.20,2.0,6.0,4.0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,chembl,chembl,chembl,,,,False,False,False,5330.0,,,,,,
BUTALBITAL,CHEMBL454,4.0,,224.26,0.96,75.27,2.0,3.0,4.0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,chembl,chembl,chembl,BUTALBITAL,,,False,False,False,2481.0,,,138.5,138.5 °C,,
SULFACETAMIDE,CHEMBL455,4.0,,214.25,0.09,89.26,2.0,4.0,2.0,CC(=O)NS(=O)(=O)c1ccc(N)cc1,chembl,chembl,chembl,SULFACETAMIDE,,,False,False,False,5320.0,,,182.22222222222223,"360 to 363 °F (NTP, 1992)",,
AMSACRINE,CHEMBL43,4.0,,393.47,4.51,80.32,2.0,5.0,5.0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,chembl,chembl,chembl,,,,False,False,False,2179.0,,,230.0,230-240 °C,,
ETHACRYNIC ACID,CHEMBL456,4.0,,303.14,3.61,63.60,1.0,3.0,6.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,chembl,chembl,chembl,ETHACRYNIC ACID,,,False,False,False,3278.0,,,122.22222222222224,"252 °F (NTP, 1992)",,
TICRYNAFEN,CHEMBL267744,4.0,,331.18,3.75,63.60,1.0,4.0,5.0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,chembl,chembl,chembl,,,,False,False,False,38409.0,,,,,,
GEMFIBROZIL,CHEMBL457,4.0,,250.34,3.57,46.53,1.0,2.0,6.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,chembl,chembl,chembl,GEMFIBROZIL,,,False,False,False,3463.0,,,58.0,58-61,159.0,159 °C at 0.02 mm Hg
MELATONIN,CHEMBL45,4.0,,232.28,1.86,54.12,2.0,2.0,4.0,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,chembl,chembl,chembl,,,,False,False,True,896.0,,,116.0,116-118 °C,,
ONDANSETRON,CHEMBL46,4.0,,293.37,3.13,39.82,0.0,4.0,2.0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,chembl,chembl,chembl,ONDANSETRON,2029-11-23,,False,False,False,4595.0,,,231.0,231-232 °C,,
BUSPIRONE,CHEMBL49,4.0,,385.51,2.09,69.64,0.0,6.0,6.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,chembl,chembl,chembl,BUSPIRONE HYDROCHLORIDE,,,False,False,False,2477.0,,,201.5,201.5-202.5,,
KETANSERIN,CHEMBL51,4.0,,395.43,2.42,75.17,1.0,5.0,5.0,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METHYLDOPA,CHEMBL459,4.0,,211.22,0.44,103.78,4.0,4.0,3.0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,chembl,chembl,chembl,METHYLDOPA,,,False,False,False,38853.0,,,300.0,"572 °F approximately (decomposes) (NTP, 1992)",,
MOLINDONE,CHEMBL460,4.0,,276.38,1.96,45.33,1.0,3.0,3.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,chembl,chembl,chembl,MOLINDONE HYDROCHLORIDE,,,False,False,False,23897.0,,,180.0,180-181 °C,,
APOMORPHINE,CHEMBL53,4.0,,267.33,2.85,43.70,2.0,3.0,0.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,chembl,chembl,chembl,APOMORPHINE HYDROCHLORIDE,2029-08-07,2028-02-03,False,False,False,6005.0,,,195.0,195 °C (decomposes),,
HALOPERIDOL,CHEMBL54,4.0,,375.87,4.43,40.54,1.0,3.0,6.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,chembl,chembl,chembl,HALOPERIDOL LACTATE,,,False,False,False,3559.0,4.8e-11,4.8X10-11 mm Hg @ 25 °C /Estimated/,151.5,151.5 °C,,
PENTAMIDINE,CHEMBL55,4.0,,340.43,2.88,118.20,4.0,4.0,10.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,4735.0,,,186.0,Decomposes at 186 °C,,
AMINOHIPPURIC ACID,CHEMBL463,4.0,,194.19,0.08,92.42,3.0,3.0,3.0,Nc1ccc(C(=O)NCC(=O)O)cc1,chembl,chembl,chembl,,,,False,False,False,2148.0,4e-08,0.00000004 [mmHg],199.0,199-200 °C,,
ETRETINATE,CHEMBL464,4.0,,354.49,5.65,35.53,0.0,3.0,7.0,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,chembl,chembl,chembl,ETRETINATE,,,False,False,False,5282375.0,2.2e-07,2.2X10-7 mm Hg @ 25 °C /Estimated/,104.0,104-105,,
NEVIRAPINE,CHEMBL57,4.0,,266.30,2.65,58.12,1.0,4.0,1.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,chembl,chembl,chembl,NEVIRAPINE,2029-03-12,,False,False,False,4463.0,3.4e-09,3.4X10-9 mm Hg @ 25 °C /Estimated/,247.0,247-249 °C,,
DRONABINOL,CHEMBL465,4.0,,314.47,5.74,29.46,1.0,2.0,4.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,chembl,chembl,chembl,DRONABINOL,2028-08-06,,False,False,False,16078.0,,,200.0,200 °C,200.0,"392 °F at 0.02 mmHg (NTP, 1992)"
MITOXANTRONE,CHEMBL58,4.0,,444.49,-0.14,163.18,8.0,10.0,12.0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,chembl,chembl,chembl,MITOXANTRONE HYDROCHLORIDE,,,False,False,False,4212.0,,,,,,
DOPAMINE,CHEMBL59,4.0,,153.18,0.60,66.48,3.0,3.0,2.0,NCCc1ccc(O)c(O)c1,chembl,chembl,chembl,DOPAMINE HYDROCHLORIDE,,,False,False,False,681.0,,,128.0,128 °C,,
HYDROXYUREA,CHEMBL467,4.0,,76.05,-0.96,75.35,3.0,2.0,0.0,NC(=O)NO,chembl,chembl,chembl,HYDROXYUREA,2041-12-23,2027-04-04,False,False,False,3657.0,,,143.88888888888889,"291 to 295 °F (decomposes) (NTP, 1992)",1992.0,"Decomposes (NTP, 1992)"
PODOFILOX,CHEMBL61,4.0,,414.41,2.41,92.68,1.0,8.0,4.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,chembl,chembl,chembl,PODOFILOX,,,False,False,False,10607.0,8.3e-15,8.3X10-15 mm Hg at 25 °C /Estimated/,114.0,114-118 °C,,
ISONIAZID,CHEMBL64,4.0,,137.14,-0.31,68.01,2.0,3.0,1.0,NNC(=O)c1ccncc1,chembl,chembl,chembl,ISONIAZID,,,False,False,False,3767.0,1992.0,"Negligible (NTP, 1992)",171.38888888888889,"340.5 °F (NTP, 1992)",,
THALIDOMIDE,CHEMBL468,4.0,,258.23,0.09,83.55,1.0,4.0,1.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,chembl,chembl,chembl,THALIDOMIDE,,,False,False,False,5426.0,,,268.8888888888889,"516 to 520 °F (NTP, 1992)",,
KETOROLAC,CHEMBL469,4.0,,255.27,2.29,59.30,1.0,3.0,3.0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,chembl,chembl,chembl,,,,False,False,False,3826.0,,,162.0,162-165 °C (tromethamine salt),,
SOTALOL,CHEMBL471,4.0,,272.37,1.09,78.43,3.0,4.0,6.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,chembl,chembl,chembl,SOTALOL HYDROCHLORIDE,2028-08-14,,False,False,False,5253.0,,,206.5,206.5 - 207 °C,,
GLYBURIDE,CHEMBL472,4.0,,494.01,3.64,113.60,3.0,5.0,8.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,chembl,chembl,chembl,GLYBURIDE,,,False,False,False,3488.0,,,169.0,169 - 170 °C,,
HEXESTROL,CHEMBL9225,4.0,,270.37,4.79,40.46,2.0,2.0,5.0,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,chembl,chembl,chembl,,,,False,False,False,192197.0,,,185.0,185-188 °C,,
DOFETILIDE,CHEMBL473,4.0,,441.58,1.98,104.81,2.0,6.0,11.0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,chembl,chembl,chembl,DOFETILIDE,,,False,False,False,71329.0,,,147.0,"147-149 °C ... from hexane/ethyl acetate, mp 151-152 °C ... also reported as white crystalline solid, mp 161 °C",,
DACARBAZINE,CHEMBL476,4.0,,182.19,0.07,99.73,2.0,4.0,3.0,CN(C)/N=N/c1[nH]cnc1C(N)=O,chembl,chembl,chembl,DACARBAZINE,,,False,False,False,135398738.0,,,250.0,"482 to 491 °F (explosively decomposes) (NTP, 1992)",,
ADENOSINE,CHEMBL477,4.0,,267.25,-1.98,139.54,4.0,9.0,2.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,chembl,chembl,chembl,ADENOSINE,,,False,False,False,60961.0,,,235.5,235.5 °C,,
THIORIDAZINE,CHEMBL479,4.0,,370.59,5.89,6.48,0.0,4.0,4.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,chembl,chembl,chembl,THIORIDAZINE HYDROCHLORIDE,,,False,False,False,5452.0,,,72.0,72-74 °C,230.0,BP: 230 °C at 0.02 mm Hg
LANSOPRAZOLE,CHEMBL480,4.0,,369.37,3.52,73.86,1.0,4.0,5.0,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,chembl,chembl,chembl,LANSOPRAZOLE,2036-04-21,,False,False,False,3883.0,,,178.0,178-182 °C,,
IRINOTECAN,CHEMBL481,4.0,,586.69,4.09,114.20,1.0,9.0,4.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,chembl,chembl,chembl,IRINOTECAN HYDROCHLORIDE,2027-01-06,2027-02-13,False,False,False,60838.0,,,222.0,222-223 °C,,
MORPHINE,CHEMBL70,4.0,,285.34,1.20,52.93,2.0,4.0,0.0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,chembl,chembl,chembl,MORPHINE SULFATE,2027-06-19,,False,False,True,5288826.0,,,255.0,255 °C,190.0,190ºC
CODEINE,CHEMBL485,4.0,,299.37,1.50,41.93,1.0,4.0,1.0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,chembl,chembl,chembl,CODEINE PHOSPHATE,2032-01-03,,False,False,False,5284371.0,,,153.88888888888889,"309 to 313 °F (after drying at 176 °F) (NTP, 1992)",250.0,"482 °F at 22 mmHg (sublimes) (NTP, 1992)"
CHLORPROMAZINE,CHEMBL71,4.0,,318.87,4.89,6.48,0.0,3.0,4.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,chembl,chembl,chembl,CHLORPROMAZINE HYDROCHLORIDE,,,False,False,False,2726.0,,,177.0,177-178,200.0,200-205 °C at 8.00E-01 mm Hg
DESIPRAMINE,CHEMBL72,4.0,,266.39,3.53,15.27,1.0,2.0,4.0,CNCCCN1c2ccccc2CCc2ccccc21,chembl,chembl,chembl,DESIPRAMINE HYDROCHLORIDE,,,False,False,False,2995.0,,,214.0,214-218 °C,172.0,172-174 °C @ 0.02 MM HG
AMINOGLUTETHIMIDE,CHEMBL488,4.0,,232.28,1.35,72.19,2.0,3.0,2.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,chembl,chembl,chembl,AMINOGLUTETHIMIDE,,,False,False,False,2145.0,,,223.0,223-225,,
CROMOLYN SODIUM,CHEMBL74,4.0,,512.33,2.11,173.71,3.0,9.0,8.0,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],chembl,chembl,chembl,CROMOLYN SODIUM,,,False,False,False,27503.0,,,,,,
CHLOROQUINE,CHEMBL76,4.0,,319.88,4.81,28.16,1.0,3.0,8.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,chembl,chembl,chembl,CHLOROQUINE HYDROCHLORIDE,,,False,False,False,2719.0,,,87.0,87-89.5,,
PAROXETINE,CHEMBL490,4.0,,329.37,3.33,39.72,1.0,4.0,4.0,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,chembl,chembl,chembl,PAROXETINE MESYLATE,2026-08-04,,False,False,False,43815.0,,,120.0,120-138,451.7,451.7±45.0
ETORICOXIB,CHEMBL416146,4.0,,358.85,4.18,59.92,0.0,4.0,3.0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,chembl,chembl,chembl,,,,False,False,False,123619.0,,,,,,
LIDOCAINE,CHEMBL79,4.0,,234.34,2.58,32.34,1.0,2.0,5.0,CCN(CC)CC(=O)Nc1c(C)cccc1C,chembl,chembl,chembl,LIDOCAINE,2026-07-24,2028-09-24,False,False,False,3676.0,,,68.0,68 °C,159.0,159-160 °C at 2.00E+00 mm Hg
PIRENZEPINE,CHEMBL9967,4.0,,351.41,1.56,68.78,1.0,5.0,2.0,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETIDOCAINE,CHEMBL492,4.0,,276.42,3.75,32.34,1.0,2.0,7.0,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,chembl,chembl,chembl,ETIDOCAINE HYDROCHLORIDE,,,False,False,False,37497.0,,,203.0,203-203.5,,
NALOXONE,CHEMBL80,4.0,,327.38,1.30,70.00,2.0,5.0,2.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,chembl,chembl,chembl,NALOXONE HYDROCHLORIDE,2026-02-01,2026-03-07,False,False,False,5284596.0,,,178.0,178 °C,,
RALOXIFENE,CHEMBL81,4.0,,473.59,6.08,70.00,2.0,6.0,7.0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,chembl,chembl,chembl,RALOXIFENE HYDROCHLORIDE,,,False,False,False,5035.0,,,268.0,268-272,,
TAMOXIFEN,CHEMBL83,4.0,,371.52,6.00,12.47,0.0,2.0,8.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,chembl,chembl,chembl,TAMOXIFEN CITRATE,,,False,False,False,2733526.0,,,96.0,96-98 °C,,
BROMOCRIPTINE,CHEMBL493,4.0,,654.61,3.19,118.21,3.0,6.0,5.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,chembl,chembl,chembl,BROMOCRIPTINE MESYLATE,2030-06-07,,False,False,False,31101.0,,,215.0,215-218,,
ILOPROST,CHEMBL494,4.0,,360.49,3.54,77.76,3.0,3.0,8.0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,chembl,chembl,chembl,ILOPROST,2041-08-06,2027-02-13,False,False,False,5311181.0,,,,,,
TOPOTECAN,CHEMBL84,4.0,,421.45,1.85,104.89,2.0,8.0,3.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,chembl,chembl,chembl,TOPOTECAN HYDROCHLORIDE,,,False,False,False,60700.0,,,213.0,213-218 °C,,
RISPERIDONE,CHEMBL85,4.0,,410.49,3.59,64.16,0.0,6.0,4.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,chembl,chembl,chembl,RISPERIDONE,2026-06-26,2026-04-28,False,False,False,5073.0,,,170.0,170 °C,,
METOCLOPRAMIDE,CHEMBL86,4.0,,299.80,2.00,67.59,2.0,4.0,7.0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,chembl,chembl,chembl,METOCLOPRAMIDE HYDROCHLORIDE,2029-12-22,,False,False,False,4168.0,,,171.0,171-173,,
PACLITAXEL,CHEMBL428647,4.0,,853.92,3.74,221.29,4.0,14.0,10.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,chembl,chembl,chembl,PACLITAXEL,2026-02-21,,True,True,False,36314.0,,,212.77777777777777,"415 to 421 °F (NTP, 1992)",,
ALPROSTADIL,CHEMBL495,4.0,,354.49,3.48,94.83,3.0,4.0,13.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,chembl,chembl,chembl,ALPROSTADIL,,,False,False,False,5280723.0,,,115.0,115-116 °C,,
HEXACHLOROPHENE,CHEMBL496,4.0,,406.91,6.61,40.46,2.0,2.0,2.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,chembl,chembl,chembl,HEXACHLOROPHENE,,,False,False,False,3598.0,,,161.11111111111111,"322 to 333 °F (NTP, 1992)",166.5,166.5 °C
CLIOQUINOL,CHEMBL497,4.0,,305.50,3.20,33.12,1.0,2.0,0.0,Oc1c(I)cc(Cl)c2cccnc12,chembl,chembl,chembl,CLIOQUINOL,,,False,False,False,2788.0,,,177.77777777777777,"352 to 354 °F (NTP, 1992)",,
AGOMELATINE,CHEMBL10878,4.0,,243.31,2.53,38.33,1.0,2.0,4.0,COc1ccc2cccc(CCNC(C)=O)c2c1,chembl,chembl,chembl,,,,False,False,False,82148.0,,,,,,
CYCLOPHOSPHAMIDE ANHYDROUS,CHEMBL88,4.0,,261.09,1.88,41.57,1.0,2.0,5.0,O=P1(N(CCCl)CCCl)NCCCO1,chembl,chembl,chembl,,,,False,False,False,2907.0,4.45e-05,0.0000445 [mmHg],41.111111111111114,"106 to 113 °F (NTP, 1992)",336.0,336 °C
CHLORPROPAMIDE,CHEMBL498,4.0,,276.75,1.74,75.27,2.0,3.0,4.0,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,chembl,chembl,chembl,CHLORPROPAMIDE,,,False,False,False,2727.0,,,127.22222222222224,"261 to 264 °F (NTP, 1992)",,
TIMOLOL,CHEMBL499,4.0,,316.43,0.50,79.74,2.0,8.0,6.0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,chembl,chembl,chembl,TIMOLOL MALEATE,,,False,False,False,33624.0,,,202.0,202-203,100.0,>100
PINDOLOL,CHEMBL500,4.0,,248.33,1.91,57.28,3.0,3.0,6.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,chembl,chembl,chembl,PINDOLOL,,,False,False,False,4828.0,,,171.0,171-173 °C,,
CISPLATIN,CHEMBL11359,4.0,,300.05,,,,,,,,chembl,chembl,CISPLATIN,,,False,False,False,5460033.0,,,270.0,"518 °F approximately (decomposes) (NTP, 1992)",,
HYDRALAZINE,CHEMBL276832,4.0,,160.18,0.92,63.83,2.0,4.0,1.0,NNc1nncc2ccccc12,chembl,chembl,chembl,HYDRALAZINE HYDROCHLORIDE,,,False,False,False,3637.0,,,172.0,172-173 °C,,
AMPHOTERICIN B,CHEMBL267345,4.0,,924.09,0.71,319.61,12.0,17.0,3.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,chembl,chembl,chembl,AMPHOTERICIN B,,,False,False,False,5280965.0,,,170.0,"greater than 338 °F (decomposes) (NTP, 1992)",,
HISTAMINE,CHEMBL90,4.0,,111.15,-0.09,54.70,2.0,2.0,2.0,NCCc1c[nH]cn1,chembl,chembl,chembl,HISTAMINE PHOSPHATE,,,False,False,False,774.0,,,83.0,83-84 °C,209.0,209-210 °C @ 18 MM HG
MICONAZOLE,CHEMBL91,4.0,,416.13,6.45,27.05,0.0,3.0,6.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,chembl,chembl,chembl,MICONAZOLE NITRATE,2028-03-30,,False,False,False,4189.0,,,159.0,159 - 163 °C,,
DOCETAXEL ANHYDROUS,CHEMBL92,4.0,,807.89,3.26,224.45,5.0,14.0,8.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,chembl,chembl,chembl,,,,False,False,False,148124.0,,,232.0,232 °C,,
ZILEUTON,CHEMBL93,4.0,,236.30,2.73,66.56,2.0,3.0,2.0,CC(c1cc2ccccc2s1)N(O)C(N)=O,chembl,chembl,chembl,ZILEUTON,,,False,False,False,60490.0,,,144.2,144.2-145.2 °C,,
PHYSOSTIGMINE,CHEMBL94,4.0,,275.35,1.77,44.81,1.0,4.0,1.0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TACRINE,CHEMBL95,4.0,,198.27,2.70,38.91,1.0,2.0,0.0,Nc1c2c(nc3ccccc13)CCCC2,chembl,chembl,chembl,TACRINE HYDROCHLORIDE,,,False,False,False,1935.0,,,183.5,183.5 °C,,
DONEPEZIL,CHEMBL502,4.0,,379.50,4.36,38.77,0.0,4.0,6.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,chembl,chembl,chembl,DONEPEZIL HYDROCHLORIDE,2026-10-04,,False,False,False,3152.0,,,223.0,223-227,,
LOVASTATIN,CHEMBL503,4.0,,404.55,4.20,72.83,1.0,5.0,6.0,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,chembl,chembl,chembl,LOVASTATIN,,,False,False,False,53232.0,,,179.0,179 °C,,
OZAGREL,CHEMBL11662,4.0,,228.25,2.03,55.12,1.0,3.0,4.0,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,chembl,chembl,chembl,,,,False,False,False,5282440.0,,,,,,
BENZYDAMINE,CHEMBL12610,4.0,,309.41,3.42,30.29,0.0,4.0,7.0,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACETANILIDE,CHEMBL269644,4.0,,135.17,1.65,29.10,1.0,1.0,1.0,CC(=O)Nc1ccccc1,chembl,chembl,chembl,,,,False,False,False,904.0,1.0,"1 mmHg at 237 °F (NTP, 1992)",114.27777777777776,"237.7 °F (NTP, 1992)",303.8888888888889,"579 °F at 760 mmHg (NTP, 1992)"
DIMETHYL SULFOXIDE,CHEMBL504,4.0,,78.14,-0.01,23.06,0.0,1.0,0.0,C[S+](C)[O-],chembl,chembl,chembl,DIMETHYL SULFOXIDE,,,False,False,False,679.0,0.42,"0.42 mmHg at 68 °F (NTP, 1992)",18.5,"65.3 °F (NTP, 1992)",188.88888888888889,"372 °F at 760 mmHg (NTP, 1992)"
CHLORPHENIRAMINE,CHEMBL505,4.0,,274.80,3.82,16.13,0.0,2.0,5.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,chembl,chembl,chembl,CHLORPHENIRAMINE MALEATE,2027-02-28,,False,False,False,2725.0,,,130.0,130 - 135 °C,142.0,142 °C @ 1.0 MM HG
PRIMAQUINE,CHEMBL506,4.0,,259.35,2.78,60.17,2.0,4.0,6.0,COc1cc(NC(C)CCCN)c2ncccc2c1,chembl,chembl,chembl,PRIMAQUINE PHOSPHATE,,,False,False,False,4908.0,,,25.0,< 25 °C,175.0,175-179 °C
MECLOFENAMIC ACID,CHEMBL509,4.0,,296.15,4.74,49.33,2.0,2.0,3.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,chembl,chembl,chembl,,,,False,False,False,4037.0,,,248.0,248-250,,
PYRILAMINE,CHEMBL511,4.0,,285.39,2.66,28.60,0.0,4.0,7.0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,chembl,chembl,chembl,PYRILAMINE MALEATE,,,False,False,False,4992.0,,,143.0,"MELTING POINT: 143-143.5 °C /HYDROCHLORIDE/, 100-101 °C /MALEATE/",167.77777777777777,"334 to 342 °F at 0.06 mmHg (NTP, 1992)"
SERTINDOLE,CHEMBL12713,4.0,,440.95,4.63,40.51,1.0,3.0,5.0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,chembl,chembl,chembl,,,,False,False,False,60149.0,,,,,,
